"state","county","fipscode","fipscode2","office","district","total.votes","party","candidate","votes"
"TN","Loudon","47105","4710500000","US Senate","statewide",21605,"Independent","Kris L. Todd",45
"TN","Loudon","47105","4710500000","US Senate","statewide",21605,"Republican","Marsha Blackburn",14834
"TN","Loudon","47105","4710500000","US Senate","statewide",21605,"Democrat","Phil Bredesen",6371
"TN","Loudon","47105","4710500000","US Senate","statewide",21605,"Independent","Trudy A. Austin",130
"TN","Macon","47111","4711100000","US Senate","statewide",6348,"Independent","Breton Phillips",2
"TN","Macon","47111","4711100000","US Senate","statewide",6348,"Independent","Dean Hill",27
"TN","Macon","47111","4711100000","US Senate","statewide",6348,"Independent","John Carico",14
"TN","Macon","47111","4711100000","US Senate","statewide",6348,"Independent","Kevin Lee McCants",2
"TN","Macon","47111","4711100000","US Senate","statewide",6348,"Independent","Kris L. Todd",14
"TN","Macon","47111","4711100000","US Senate","statewide",6348,"Republican","Marsha Blackburn",4768
"TN","Macon","47111","4711100000","US Senate","statewide",6348,"Democrat","Phil Bredesen",1483
"TN","Macon","47111","4711100000","US Senate","statewide",6348,"Independent","Trudy A. Austin",38
"TN","Madison","47113","4711300000","US Senate","statewide",32907,"Independent","Breton Phillips",25
"TN","Madison","47113","4711300000","US Senate","statewide",32907,"Independent","Dean Hill",81
"TN","Madison","47113","4711300000","US Senate","statewide",32907,"Independent","John Carico",22
"TN","Madison","47113","4711300000","US Senate","statewide",32907,"Independent","Kevin Lee McCants",14
"TN","Madison","47113","4711300000","US Senate","statewide",32907,"Independent","Kris L. Todd",229
"TN","Madison","47113","4711300000","US Senate","statewide",32907,"Republican","Marsha Blackburn",17127
"TN","Madison","47113","4711300000","US Senate","statewide",32907,"Democrat","Phil Bredesen",15316
"TN","Madison","47113","4711300000","US Senate","statewide",32907,"Independent","Trudy A. Austin",93
"TN","Marion","47115","4711500000","US Senate","statewide",9173,"Independent","Breton Phillips",12
"TN","Marion","47115","4711500000","US Senate","statewide",9173,"Independent","Dean Hill",52
"TN","Marion","47115","4711500000","US Senate","statewide",9173,"Independent","John Carico",15
"TN","Marion","47115","4711500000","US Senate","statewide",9173,"Independent","Kevin Lee McCants",17
"TN","Marion","47115","4711500000","US Senate","statewide",9173,"Independent","Kris L. Todd",6
"TN","Marion","47115","4711500000","US Senate","statewide",9173,"Republican","Marsha Blackburn",5839
"TN","Marion","47115","4711500000","US Senate","statewide",9173,"Democrat","Phil Bredesen",3166
"TN","Marion","47115","4711500000","US Senate","statewide",9173,"Independent","Trudy A. Austin",66
"TN","Marshall","47117","4711700000","US Senate","statewide",10041,"Independent","Breton Phillips",14
"TN","Marshall","47117","4711700000","US Senate","statewide",10041,"Independent","Dean Hill",41
"TN","Marshall","47117","4711700000","US Senate","statewide",10041,"Independent","John Carico",10
"TN","Marshall","47117","4711700000","US Senate","statewide",10041,"Independent","Kevin Lee McCants",10
"TN","Marshall","47117","4711700000","US Senate","statewide",10041,"Independent","Kris L. Todd",13
"TN","Marshall","47117","4711700000","US Senate","statewide",10041,"Republican","Marsha Blackburn",6543
"TN","Marshall","47117","4711700000","US Senate","statewide",10041,"Democrat","Phil Bredesen",3380
"TN","Marshall","47117","4711700000","US Senate","statewide",10041,"Independent","Trudy A. Austin",30
"TN","Maury","47119","4711900000","US Senate","statewide",32559,"Independent","Breton Phillips",32
"TN","Maury","47119","4711900000","US Senate","statewide",32559,"Independent","Dean Hill",111
"TN","Maury","47119","4711900000","US Senate","statewide",32559,"Independent","John Carico",60
"TN","Maury","47119","4711900000","US Senate","statewide",32559,"Independent","Kevin Lee McCants",34
"TN","Maury","47119","4711900000","US Senate","statewide",32559,"Independent","Kris L. Todd",62
"TN","Maury","47119","4711900000","US Senate","statewide",32559,"Republican","Marsha Blackburn",19569
"TN","Maury","47119","4711900000","US Senate","statewide",32559,"Democrat","Phil Bredesen",12560
"TN","Maury","47119","4711900000","US Senate","statewide",32559,"Independent","Trudy A. Austin",131
"TN","McMinn","47107","4710700000","US Senate","statewide",15819,"Independent","Breton Phillips",16
"TN","McMinn","47107","4710700000","US Senate","statewide",15819,"Independent","Dean Hill",100
"TN","McMinn","47107","4710700000","US Senate","statewide",15819,"Independent","John Carico",26
"TN","McMinn","47107","4710700000","US Senate","statewide",15819,"Independent","Kevin Lee McCants",9
"TN","McMinn","47107","4710700000","US Senate","statewide",15819,"Independent","Kris L. Todd",31
"TN","McMinn","47107","4710700000","US Senate","statewide",15819,"Republican","Marsha Blackburn",11434
"TN","McMinn","47107","4710700000","US Senate","statewide",15819,"Democrat","Phil Bredesen",4122
"TN","McMinn","47107","4710700000","US Senate","statewide",15819,"Independent","Trudy A. Austin",81
"TN","McNairy","47109","4710900000","US Senate","statewide",8188,"Independent","Breton Phillips",5
"TN","McNairy","47109","4710900000","US Senate","statewide",8188,"Independent","Dean Hill",41
"TN","McNairy","47109","4710900000","US Senate","statewide",8188,"Independent","John Carico",13
"TN","McNairy","47109","4710900000","US Senate","statewide",8188,"Independent","Kevin Lee McCants",8
"TN","McNairy","47109","4710900000","US Senate","statewide",8188,"Independent","Kris L. Todd",43
"TN","McNairy","47109","4710900000","US Senate","statewide",8188,"Republican","Marsha Blackburn",6007
"TN","McNairy","47109","4710900000","US Senate","statewide",8188,"Democrat","Phil Bredesen",2036
"TN","McNairy","47109","4710900000","US Senate","statewide",8188,"Independent","Trudy A. Austin",35
"TN","Meigs","47121","4712100000","US Senate","statewide",3795,"Independent","Breton Phillips",2
"TN","Meigs","47121","4712100000","US Senate","statewide",3795,"Independent","Dean Hill",25
"TN","Meigs","47121","4712100000","US Senate","statewide",3795,"Independent","John Carico",7
"TN","Meigs","47121","4712100000","US Senate","statewide",3795,"Independent","Kevin Lee McCants",6
"TN","Meigs","47121","4712100000","US Senate","statewide",3795,"Independent","Kris L. Todd",6
"TN","Meigs","47121","4712100000","US Senate","statewide",3795,"Republican","Marsha Blackburn",2694
"TN","Meigs","47121","4712100000","US Senate","statewide",3795,"Democrat","Phil Bredesen",1040
"TN","Meigs","47121","4712100000","US Senate","statewide",3795,"Independent","Trudy A. Austin",15
"TN","Monroe","47123","4712300000","US Senate","statewide",14460,"Independent","Breton Phillips",24
"TN","Monroe","47123","4712300000","US Senate","statewide",14460,"Independent","Dean Hill",138
"TN","Monroe","47123","4712300000","US Senate","statewide",14460,"Independent","John Carico",27
"TN","Monroe","47123","4712300000","US Senate","statewide",14460,"Independent","Kevin Lee McCants",26
"TN","Monroe","47123","4712300000","US Senate","statewide",14460,"Independent","Kris L. Todd",31
"TN","Monroe","47123","4712300000","US Senate","statewide",14460,"Republican","Marsha Blackburn",10274
"TN","Monroe","47123","4712300000","US Senate","statewide",14460,"Democrat","Phil Bredesen",3838
"TN","Monroe","47123","4712300000","US Senate","statewide",14460,"Independent","Trudy A. Austin",102
"TN","Montgomery","47125","4712500000","US Senate","statewide",51887,"Independent","Breton Phillips",63
"TN","Montgomery","47125","4712500000","US Senate","statewide",51887,"Independent","Dean Hill",275
"TN","Montgomery","47125","4712500000","US Senate","statewide",51887,"Independent","John Carico",145
"TN","Montgomery","47125","4712500000","US Senate","statewide",51887,"Independent","Kevin Lee McCants",93
"TN","Montgomery","47125","4712500000","US Senate","statewide",51887,"Independent","Kris L. Todd",168
"TN","Montgomery","47125","4712500000","US Senate","statewide",51887,"Republican","Marsha Blackburn",25932
"TN","Montgomery","47125","4712500000","US Senate","statewide",51887,"Democrat","Phil Bredesen",24807
"TN","Montgomery","47125","4712500000","US Senate","statewide",51887,"Independent","Trudy A. Austin",404
"TN","Moore","47127","4712700000","US Senate","statewide",2504,"Independent","Breton Phillips",4
"TN","Moore","47127","4712700000","US Senate","statewide",2504,"Independent","Dean Hill",8
"TN","Moore","47127","4712700000","US Senate","statewide",2504,"Independent","John Carico",2
"TN","Moore","47127","4712700000","US Senate","statewide",2504,"Independent","Kevin Lee McCants",2
"TN","Moore","47127","4712700000","US Senate","statewide",2504,"Independent","Kris L. Todd",10
"TN","Moore","47127","4712700000","US Senate","statewide",2504,"Republican","Marsha Blackburn",1856
"TN","Moore","47127","4712700000","US Senate","statewide",2504,"Democrat","Phil Bredesen",611
"TN","Moore","47127","4712700000","US Senate","statewide",2504,"Independent","Trudy A. Austin",11
"TN","Morgan","47129","4712900000","US Senate","statewide",5640,"Independent","Breton Phillips",7
"TN","Morgan","47129","4712900000","US Senate","statewide",5640,"Independent","Dean Hill",44
"TN","Morgan","47129","4712900000","US Senate","statewide",5640,"Independent","John Carico",8
"TN","Morgan","47129","4712900000","US Senate","statewide",5640,"Independent","Kevin Lee McCants",4
"TN","Morgan","47129","4712900000","US Senate","statewide",5640,"Independent","Kris L. Todd",18
"TN","Morgan","47129","4712900000","US Senate","statewide",5640,"Republican","Marsha Blackburn",4083
"TN","Morgan","47129","4712900000","US Senate","statewide",5640,"Democrat","Phil Bredesen",1436
"TN","Morgan","47129","4712900000","US Senate","statewide",5640,"Independent","Trudy A. Austin",40
"TN","Obion","47131","4713100000","US Senate","statewide",9559,"Independent","Breton Phillips",17
"TN","Obion","47131","4713100000","US Senate","statewide",9559,"Independent","Dean Hill",32
"TN","Obion","47131","4713100000","US Senate","statewide",9559,"Independent","John Carico",16
"TN","Obion","47131","4713100000","US Senate","statewide",9559,"Independent","Kevin Lee McCants",17
"TN","Obion","47131","4713100000","US Senate","statewide",9559,"Independent","Kris L. Todd",5
"TN","Obion","47131","4713100000","US Senate","statewide",9559,"Republican","Marsha Blackburn",7118
"TN","Obion","47131","4713100000","US Senate","statewide",9559,"Democrat","Phil Bredesen",2326
"TN","Obion","47131","4713100000","US Senate","statewide",9559,"Independent","Trudy A. Austin",28
"TN","Overton","47133","4713300000","US Senate","statewide",7195,"Independent","Breton Phillips",3
"TN","Overton","47133","4713300000","US Senate","statewide",7195,"Independent","Dean Hill",33
"TN","Overton","47133","4713300000","US Senate","statewide",7195,"Independent","John Carico",11
"TN","Overton","47133","4713300000","US Senate","statewide",7195,"Independent","Kevin Lee McCants",15
"TN","Overton","47133","4713300000","US Senate","statewide",7195,"Independent","Kris L. Todd",15
"TN","Overton","47133","4713300000","US Senate","statewide",7195,"Republican","Marsha Blackburn",4640
"TN","Overton","47133","4713300000","US Senate","statewide",7195,"Democrat","Phil Bredesen",2452
"TN","Overton","47133","4713300000","US Senate","statewide",7195,"Independent","Trudy A. Austin",26
"TN","Perry","47135","4713500000","US Senate","statewide",2432,"Independent","Breton Phillips",3
"TN","Perry","47135","4713500000","US Senate","statewide",2432,"Independent","Dean Hill",19
"TN","Perry","47135","4713500000","US Senate","statewide",2432,"Independent","John Carico",8
"TN","Perry","47135","4713500000","US Senate","statewide",2432,"Independent","Kevin Lee McCants",0
"TN","Perry","47135","4713500000","US Senate","statewide",2432,"Independent","Kris L. Todd",8
"TN","Perry","47135","4713500000","US Senate","statewide",2432,"Republican","Marsha Blackburn",1644
"TN","Perry","47135","4713500000","US Senate","statewide",2432,"Democrat","Phil Bredesen",724
"TN","Perry","47135","4713500000","US Senate","statewide",2432,"Independent","Trudy A. Austin",26
"TN","Pickett","47137","4713700000","US Senate","statewide",2270,"Independent","Breton Phillips",2
"TN","Pickett","47137","4713700000","US Senate","statewide",2270,"Independent","Dean Hill",10
"TN","Pickett","47137","4713700000","US Senate","statewide",2270,"Independent","John Carico",0
"TN","Pickett","47137","4713700000","US Senate","statewide",2270,"Independent","Kevin Lee McCants",1
"TN","Pickett","47137","4713700000","US Senate","statewide",2270,"Independent","Kris L. Todd",5
"TN","Pickett","47137","4713700000","US Senate","statewide",2270,"Republican","Marsha Blackburn",1599
"TN","Pickett","47137","4713700000","US Senate","statewide",2270,"Democrat","Phil Bredesen",646
"TN","Pickett","47137","4713700000","US Senate","statewide",2270,"Independent","Trudy A. Austin",7
"TN","Polk","47139","4713900000","US Senate","statewide",5819,"Independent","Breton Phillips",5
"TN","Polk","47139","4713900000","US Senate","statewide",5819,"Independent","Dean Hill",42
"TN","Polk","47139","4713900000","US Senate","statewide",5819,"Independent","John Carico",8
"TN","Polk","47139","4713900000","US Senate","statewide",5819,"Independent","Kevin Lee McCants",6
"TN","Polk","47139","4713900000","US Senate","statewide",5819,"Independent","Kris L. Todd",11
"TN","Polk","47139","4713900000","US Senate","statewide",5819,"Republican","Marsha Blackburn",4127
"TN","Polk","47139","4713900000","US Senate","statewide",5819,"Democrat","Phil Bredesen",1585
"TN","Polk","47139","4713900000","US Senate","statewide",5819,"Independent","Trudy A. Austin",35
"TN","Putnam","47141","4714100000","US Senate","statewide",24333,"Independent","Breton Phillips",23
"TN","Putnam","47141","4714100000","US Senate","statewide",24333,"Independent","Dean Hill",102
"TN","Putnam","47141","4714100000","US Senate","statewide",24333,"Independent","John Carico",47
